week_ending,spot_price,creation_volume_total,creation_by_activity,cumulative_surplus,annual_demand,penalty_rate,days_to_surrender,price_to_penalty_ratio,policy_events,data_quality
2021-12-24,26.0,83857,"{""commercial_lighting"": 37736, ""heer"": 16771, ""iheab"": 19287, ""piamv"": 10063}",5188462,5200000,29.09,97,0.8938,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}]",synthetic_monthly
2021-12-31,26.0,83654,"{""commercial_lighting"": 37644, ""heer"": 16731, ""iheab"": 19240, ""piamv"": 10038}",5200000,5200000,29.09,90,0.8938,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}]",synthetic_monthly
2022-01-07,26.5,93978,"{""commercial_lighting"": 35712, ""heer"": 21615, ""iheab"": 23494, ""piamv"": 13157}",5219231,5500000,29.95,83,0.8848,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-01-14,26.5,94658,"{""commercial_lighting"": 35970, ""heer"": 21771, ""iheab"": 23664, ""piamv"": 13252}",5238462,5500000,29.95,76,0.8848,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-01-21,26.62,95781,"{""commercial_lighting"": 36397, ""heer"": 22030, ""iheab"": 23945, ""piamv"": 13409}",5257692,5500000,29.95,69,0.8888,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-01-28,26.73,97329,"{""commercial_lighting"": 36985, ""heer"": 22386, ""iheab"": 24332, ""piamv"": 13626}",5276923,5500000,29.95,62,0.8925,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-02-04,26.85,99282,"{""commercial_lighting"": 37727, ""heer"": 22835, ""iheab"": 24820, ""piamv"": 13899}",5296154,5500000,29.95,55,0.8965,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-02-11,26.96,101609,"{""commercial_lighting"": 38611, ""heer"": 23370, ""iheab"": 25402, ""piamv"": 14225}",5315385,5500000,29.95,48,0.9002,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-02-18,27.12,104277,"{""commercial_lighting"": 39625, ""heer"": 23984, ""iheab"": 26069, ""piamv"": 14599}",5334615,5500000,29.95,41,0.9055,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-02-25,27.31,107248,"{""commercial_lighting"": 40754, ""heer"": 24667, ""iheab"": 26812, ""piamv"": 15015}",5353846,5500000,29.95,34,0.9119,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-03-04,27.49,110477,"{""commercial_lighting"": 41981, ""heer"": 25410, ""iheab"": 27619, ""piamv"": 15467}",5373077,5500000,29.95,27,0.9179,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-03-11,27.68,113919,"{""commercial_lighting"": 43289, ""heer"": 26201, ""iheab"": 28480, ""piamv"": 15949}",5392308,5500000,29.95,20,0.9242,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-03-18,27.85,117521,"{""commercial_lighting"": 44658, ""heer"": 27030, ""iheab"": 29380, ""piamv"": 16453}",5411538,5500000,29.95,13,0.9299,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-03-25,28.02,121233,"{""commercial_lighting"": 46069, ""heer"": 27884, ""iheab"": 30308, ""piamv"": 16973}",5430769,5500000,29.95,6,0.9356,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-04-01,28.18,125000,"{""commercial_lighting"": 47500, ""heer"": 28750, ""iheab"": 31250, ""piamv"": 17500}",5450000,5500000,29.95,364,0.9409,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-04-08,28.34,128767,"{""commercial_lighting"": 48931, ""heer"": 29616, ""iheab"": 32192, ""piamv"": 18027}",5469231,5500000,29.95,357,0.9462,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-04-15,28.5,132479,"{""commercial_lighting"": 50342, ""heer"": 30470, ""iheab"": 33120, ""piamv"": 18547}",5488462,5500000,29.95,350,0.9516,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-04-22,28.62,136081,"{""commercial_lighting"": 51711, ""heer"": 31299, ""iheab"": 34020, ""piamv"": 19051}",5507692,5500000,29.95,343,0.9556,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-04-29,28.73,139523,"{""commercial_lighting"": 53019, ""heer"": 32090, ""iheab"": 34881, ""piamv"": 19533}",5526923,5500000,29.95,336,0.9593,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-05-06,28.85,142752,"{""commercial_lighting"": 54246, ""heer"": 32833, ""iheab"": 35688, ""piamv"": 19985}",5546154,5500000,29.95,329,0.9633,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-05-13,28.96,145723,"{""commercial_lighting"": 55375, ""heer"": 33516, ""iheab"": 36431, ""piamv"": 20401}",5565385,5500000,29.95,322,0.9669,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-05-20,29.12,148391,"{""commercial_lighting"": 56389, ""heer"": 34130, ""iheab"": 37098, ""piamv"": 20775}",5584615,5500000,29.95,315,0.9723,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-05-27,29.31,150718,"{""commercial_lighting"": 57273, ""heer"": 34665, ""iheab"": 37680, ""piamv"": 21101}",5603846,5500000,29.95,308,0.9786,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-06-03,29.49,152671,"{""commercial_lighting"": 58015, ""heer"": 35114, ""iheab"": 38168, ""piamv"": 21374}",5623077,5500000,29.95,301,0.9846,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-06-10,29.68,154219,"{""commercial_lighting"": 58603, ""heer"": 35470, ""iheab"": 38555, ""piamv"": 21591}",5642308,5500000,29.95,294,0.991,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-06-17,29.85,155342,"{""commercial_lighting"": 59030, ""heer"": 35729, ""iheab"": 38836, ""piamv"": 21748}",5661538,5500000,29.95,287,0.9967,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-06-24,30.02,156022,"{""commercial_lighting"": 59288, ""heer"": 35885, ""iheab"": 39006, ""piamv"": 21843}",5680769,5500000,29.95,280,1.0023,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}]",synthetic_monthly
2022-07-01,30.18,156250,"{""commercial_lighting"": 59375, ""heer"": 35938, ""iheab"": 39062, ""piamv"": 21875}",5700000,5500000,29.95,273,1.0077,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}]",synthetic_monthly
2022-07-08,30.34,156022,"{""commercial_lighting"": 59288, ""heer"": 35885, ""iheab"": 39006, ""piamv"": 21843}",5719231,5500000,29.95,266,1.013,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}]",synthetic_monthly
2022-07-15,30.5,155342,"{""commercial_lighting"": 59030, ""heer"": 35729, ""iheab"": 38836, ""piamv"": 21748}",5738462,5500000,29.95,259,1.0184,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}]",synthetic_monthly
2022-07-22,30.62,154219,"{""commercial_lighting"": 58603, ""heer"": 35470, ""iheab"": 38555, ""piamv"": 21591}",5757692,5500000,29.95,252,1.0224,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}]",synthetic_monthly
2022-07-29,30.73,152671,"{""commercial_lighting"": 58015, ""heer"": 35114, ""iheab"": 38168, ""piamv"": 21374}",5776923,5500000,29.95,245,1.026,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}]",synthetic_monthly
2022-08-05,30.85,150718,"{""commercial_lighting"": 57273, ""heer"": 34665, ""iheab"": 37680, ""piamv"": 21101}",5796154,5500000,29.95,238,1.0301,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}]",synthetic_monthly
2022-08-12,30.96,148391,"{""commercial_lighting"": 56389, ""heer"": 34130, ""iheab"": 37098, ""piamv"": 20775}",5815385,5500000,29.95,231,1.0337,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}]",synthetic_monthly
2022-08-19,31.08,145723,"{""commercial_lighting"": 55375, ""heer"": 33516, ""iheab"": 36431, ""piamv"": 20401}",5834615,5500000,29.95,224,1.0377,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}]",synthetic_monthly
2022-08-26,31.19,142752,"{""commercial_lighting"": 54246, ""heer"": 32833, ""iheab"": 35688, ""piamv"": 19985}",5853846,5500000,29.95,217,1.0414,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}]",synthetic_monthly
2022-09-02,31.31,139523,"{""commercial_lighting"": 53019, ""heer"": 32090, ""iheab"": 34881, ""piamv"": 19533}",5873077,5500000,29.95,210,1.0454,"[{""date"": ""2019-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 8"", ""impact"": ""neutral""}, {""date"": ""2020-03-23"", ""event"": ""COVID-19 ESS flexibility measures"", ""impact"": ""bearish""}, {""date"": ""2020-11-01"", ""event"": ""Commercial lighting baseline change Phase 1"", ""impact"": ""bullish""}, {""date"": ""2021-07-01"", ""event"": ""ESS Rule 2009 Amendment No. 10"", ""impact"": ""bullish""}, {""date"": ""2022-01-01"", ""event"": ""Commercial lighting phase-down accelerated"", ""impact"": ""bullish""}, {""date"": ""2022-07-01"", ""event"": ""IPART statutory review commenced"", ""impact"": ""neutral""}]",synthetic_monthly
